"state","GEOID","cty","county","year","population","Abbreviation","Region","Division"
"Iowa","19061","Dubuque County, Iowa","Dubuque County","pop_2020",99266,"IA","Midwest","West North Central"
"Iowa","19119","Lyon County, Iowa","Lyon County","pop_1920",15431,"IA","Midwest","West North Central"
"Iowa","19113","Linn County, Iowa","Linn County","pop_2020",230299,"IA","Midwest","West North Central"
"Iowa","19093","Ida County, Iowa","Ida County","pop_1930",11933,"IA","Midwest","West North Central"
"Iowa","19083","Hardin County, Iowa","Hardin County","pop_1920",23337,"IA","Midwest","West North Central"
"Iowa","19107","Keokuk County, Iowa","Keokuk County","pop_1920",20983,"IA","Midwest","West North Central"
"Iowa","19189","Winnebago County, Iowa","Winnebago County","pop_1940",13972,"IA","Midwest","West North Central"
"Iowa","19037","Chickasaw County, Iowa","Chickasaw County","pop_1980",15437,"IA","Midwest","West North Central"
"Iowa","19007","Appanoose County, Iowa","Appanoose County","pop_1920",30535,"IA","Midwest","West North Central"
"Iowa","19049","Dallas County, Iowa","Dallas County","pop_2020",99678,"IA","Midwest","West North Central"
"Kansas","20127","Morris County, Kansas","Morris County","pop_1920",12005,"KS","Midwest","West North Central"
"Kansas","20201","Washington County, Kansas","Washington County","pop_1920",17984,"KS","Midwest","West North Central"
"Kansas","20103","Leavenworth County, Kansas","Leavenworth County","pop_2020",81881,"KS","Midwest","West North Central"
"Kansas","20181","Sherman County, Kansas","Sherman County","pop_1970",7792,"KS","Midwest","West North Central"
"Kansas","20017","Chase County, Kansas","Chase County","pop_1920",7144,"KS","Midwest","West North Central"
"Kansas","20141","Osborne County, Kansas","Osborne County","pop_1920",12441,"KS","Midwest","West North Central"
"Kansas","20121","Miami County, Kansas","Miami County","pop_2020",34191,"KS","Midwest","West North Central"
"Kansas","20155","Reno County, Kansas","Reno County","pop_1980",64983,"KS","Midwest","West North Central"
"Kansas","20105","Lincoln County, Kansas","Lincoln County","pop_1920",9894,"KS","Midwest","West North Central"
"Kansas","20193","Thomas County, Kansas","Thomas County","pop_1980",8451,"KS","Midwest","West North Central"
"Kansas","20071","Greeley County, Kansas","Greeley County","pop_1960",2087,"KS","Midwest","West North Central"
"Kansas","20029","Cloud County, Kansas","Cloud County","pop_1930",18006,"KS","Midwest","West North Central"
"Kansas","20067","Grant County, Kansas","Grant County","pop_2000",7909,"KS","Midwest","West North Central"
"Kansas","20153","Rawlins County, Kansas","Rawlins County","pop_1930",7362,"KS","Midwest","West North Central"
"Kansas","20107","Linn County, Kansas","Linn County","pop_1920",13815,"KS","Midwest","West North Central"
"Kansas","20047","Edwards County, Kansas","Edwards County","pop_1930",7295,"KS","Midwest","West North Central"
"Kansas","20209","Wyandotte County, Kansas","Wyandotte County","pop_1970",186845,"KS","Midwest","West North Central"
"Kansas","20021","Cherokee County, Kansas","Cherokee County","pop_1920",33609,"KS","Midwest","West North Central"
"Kansas","20041","Dickinson County, Kansas","Dickinson County","pop_1930",25870,"KS","Midwest","West North Central"
"Kansas","20009","Barton County, Kansas","Barton County","pop_1960",32368,"KS","Midwest","West North Central"
"Kansas","20139","Osage County, Kansas","Osage County","pop_1920",18621,"KS","Midwest","West North Central"
"Kansas","20069","Gray County, Kansas","Gray County","pop_1930",6211,"KS","Midwest","West North Central"
"Kansas","20037","Crawford County, Kansas","Crawford County","pop_1920",61800,"KS","Midwest","West North Central"
"Kansas","20053","Ellsworth County, Kansas","Ellsworth County","pop_1920",10379,"KS","Midwest","West North Central"
"Kansas","20115","Marion County, Kansas","Marion County","pop_1920",22923,"KS","Midwest","West North Central"
"Kansas","20147","Phillips County, Kansas","Phillips County","pop_1920",12505,"KS","Midwest","West North Central"
"Kansas","20175","Seward County, Kansas","Seward County","pop_2010",22952,"KS","Midwest","West North Central"
"Kansas","20157","Republic County, Kansas","Republic County","pop_1920",15855,"KS","Midwest","West North Central"
"Kansas","20089","Jewell County, Kansas","Jewell County","pop_1920",16240,"KS","Midwest","West North Central"
"Kansas","20049","Elk County, Kansas","Elk County","pop_1930",9210,"KS","Midwest","West North Central"
"Kansas","20001","Allen County, Kansas","Allen County","pop_1920",23509,"KS","Midwest","West North Central"
"Kansas","20039","Decatur County, Kansas","Decatur County","pop_1930",8866,"KS","Midwest","West North Central"
"Kansas","20159","Rice County, Kansas","Rice County","pop_1940",17213,"KS","Midwest","West North Central"
"Kansas","20177","Shawnee County, Kansas","Shawnee County","pop_2020",178909,"KS","Midwest","West North Central"
"Kansas","20057","Ford County, Kansas","Ford County","pop_2020",34287,"KS","Midwest","West North Central"
"Kansas","20185","Stafford County, Kansas","Stafford County","pop_1920",11559,"KS","Midwest","West North Central"
"Kansas","20151","Pratt County, Kansas","Pratt County","pop_1930",13312,"KS","Midwest","West North Central"
"Kansas","20063","Gove County, Kansas","Gove County","pop_1930",5643,"KS","Midwest","West North Central"
"Kansas","20149","Pottawatomie County, Kansas","Pottawatomie County","pop_2020",25348,"KS","Midwest","West North Central"
"Kansas","20099","Labette County, Kansas","Labette County","pop_1920",34047,"KS","Midwest","West North Central"
"Kansas","20035","Cowley County, Kansas","Cowley County","pop_1930",40903,"KS","Midwest","West North Central"
"Kansas","20011","Bourbon County, Kansas","Bourbon County","pop_1920",23198,"KS","Midwest","West North Central"
"Kansas","20111","Lyon County, Kansas","Lyon County","pop_2000",35935,"KS","Midwest","West North Central"
"Kansas","20059","Franklin County, Kansas","Franklin County","pop_2020",25996,"KS","Midwest","West North Central"
"Kansas","20137","Norton County, Kansas","Norton County","pop_1930",11701,"KS","Midwest","West North Central"
"Kansas","20145","Pawnee County, Kansas","Pawnee County","pop_1950",11041,"KS","Midwest","West North Central"
"Kansas","20003","Anderson County, Kansas","Anderson County","pop_1930",13355,"KS","Midwest","West North Central"
"Kansas","20033","Comanche County, Kansas","Comanche County","pop_1920",5302,"KS","Midwest","West North Central"
"Kansas","20125","Montgomery County, Kansas","Montgomery County","pop_1930",51411,"KS","Midwest","West North Central"
"Kansas","20183","Smith County, Kansas","Smith County","pop_1920",14985,"KS","Midwest","West North Central"
"Kansas","20095","Kingman County, Kansas","Kingman County","pop_1920",12119,"KS","Midwest","West North Central"
"Kansas","20167","Russell County, Kansas","Russell County","pop_1940",13464,"KS","Midwest","West North Central"
"Kansas","20013","Brown County, Kansas","Brown County","pop_1920",20949,"KS","Midwest","West North Central"
"Kansas","20091","Johnson County, Kansas","Johnson County","pop_2020",609863,"KS","Midwest","West North Central"
"Kansas","20077","Harper County, Kansas","Harper County","pop_1920",13656,"KS","Midwest","West North Central"
"Kansas","20165","Rush County, Kansas","Rush County","pop_1930",9093,"KS","Midwest","West North Central"
"Kansas","20083","Hodgeman County, Kansas","Hodgeman County","pop_1930",4157,"KS","Midwest","West North Central"
"Kansas","20019","Chautauqua County, Kansas","Chautauqua County","pop_1920",11598,"KS","Midwest","West North Central"
"Kansas","20129","Morton County, Kansas","Morton County","pop_1930",4092,"KS","Midwest","West North Central"
"Kansas","20143","Ottawa County, Kansas","Ottawa County","pop_1920",10714,"KS","Midwest","West North Central"
"Kansas","20207","Woodson County, Kansas","Woodson County","pop_1920",8984,"KS","Midwest","West North Central"
"Kansas","20045","Douglas County, Kansas","Douglas County","pop_2020",118785,"KS","Midwest","West North Central"
"Kansas","20087","Jefferson County, Kansas","Jefferson County","pop_2010",19126,"KS","Midwest","West North Central"
"Kansas","20101","Lane County, Kansas","Lane County","pop_1930",3372,"KS","Midwest","West North Central"
"Kansas","20113","McPherson County, Kansas","McPherson County","pop_2020",30223,"KS","Midwest","West North Central"
"Kansas","20075","Hamilton County, Kansas","Hamilton County","pop_1950",3696,"KS","Midwest","West North Central"
"Kansas","20031","Coffey County, Kansas","Coffey County","pop_1920",14254,"KS","Midwest","West North Central"
"Kansas","20079","Harvey County, Kansas","Harvey County","pop_2010",34684,"KS","Midwest","West North Central"
"Kansas","20073","Greenwood County, Kansas","Greenwood County","pop_1930",19235,"KS","Midwest","West North Central"
"Kansas","20023","Cheyenne County, Kansas","Cheyenne County","pop_1930",6948,"KS","Midwest","West North Central"
"Kansas","20007","Barber County, Kansas","Barber County","pop_1930",10178,"KS","Midwest","West North Central"
"Kansas","20123","Mitchell County, Kansas","Mitchell County","pop_1920",13886,"KS","Midwest","West North Central"
"Kansas","20163","Rooks County, Kansas","Rooks County","pop_1920",9966,"KS","Midwest","West North Central"
"Kansas","20195","Trego County, Kansas","Trego County","pop_1930",6470,"KS","Midwest","West North Central"
"Kansas","20131","Nemaha County, Kansas","Nemaha County","pop_1920",18487,"KS","Midwest","West North Central"
"Kansas","20119","Meade County, Kansas","Meade County","pop_1930",6858,"KS","Midwest","West North Central"
"Kansas","20161","Riley County, Kansas","Riley County","pop_2020",71959,"KS","Midwest","West North Central"
"Kansas","20117","Marshall County, Kansas","Marshall County","pop_1930",23056,"KS","Midwest","West North Central"
"Kansas","20205","Wilson County, Kansas","Wilson County","pop_1920",21157,"KS","Midwest","West North Central"
"Kansas","20065","Graham County, Kansas","Graham County","pop_1930",7772,"KS","Midwest","West North Central"
"Kansas","20169","Saline County, Kansas","Saline County","pop_2010",55606,"KS","Midwest","West North Central"
"Kansas","20171","Scott County, Kansas","Scott County","pop_1980",5782,"KS","Midwest","West North Central"
"Kansas","20197","Wabaunsee County, Kansas","Wabaunsee County","pop_1920",11424,"KS","Midwest","West North Central"
"Kansas","20061","Geary County, Kansas","Geary County","pop_2020",36739,"KS","Midwest","West North Central"
"Kansas","20189","Stevens County, Kansas","Stevens County","pop_2010",5724,"KS","Midwest","West North Central"
"Kansas","20093","Kearny County, Kansas","Kearny County","pop_2000",4531,"KS","Midwest","West North Central"
"Kansas","20135","Ness County, Kansas","Ness County","pop_1930",8358,"KS","Midwest","West North Central"
"Kansas","20187","Stanton County, Kansas","Stanton County","pop_2000",2406,"KS","Midwest","West North Central"
"Kansas","20081","Haskell County, Kansas","Haskell County","pop_2000",4307,"KS","Midwest","West North Central"
"Kansas","20199","Wallace County, Kansas","Wallace County","pop_1930",2882,"KS","Midwest","West North Central"
"Kansas","20173","Sedgwick County, Kansas","Sedgwick County","pop_2020",523824,"KS","Midwest","West North Central"
"Kansas","20005","Atchison County, Kansas","Atchison County","pop_1930",23945,"KS","Midwest","West North Central"
"Kansas","20133","Neosho County, Kansas","Neosho County","pop_1920",24000,"KS","Midwest","West North Central"
"Kansas","20055","Finney County, Kansas","Finney County","pop_2000",40523,"KS","Midwest","West North Central"
"Kansas","20015","Butler County, Kansas","Butler County","pop_2020",67380,"KS","Midwest","West North Central"
"Kansas","20097","Kiowa County, Kansas","Kiowa County","pop_1920",6164,"KS","Midwest","West North Central"
"Kansas","20179","Sheridan County, Kansas","Sheridan County","pop_1930",6038,"KS","Midwest","West North Central"
"Kansas","20025","Clark County, Kansas","Clark County","pop_1920",4989,"KS","Midwest","West North Central"
"Kansas","20043","Doniphan County, Kansas","Doniphan County","pop_1930",14063,"KS","Midwest","West North Central"
"Kansas","20085","Jackson County, Kansas","Jackson County","pop_1920",15495,"KS","Midwest","West North Central"
"Kansas","20203","Wichita County, Kansas","Wichita County","pop_1970",3274,"KS","Midwest","West North Central"
"Kansas","20051","Ellis County, Kansas","Ellis County","pop_2020",28934,"KS","Midwest","West North Central"
"Kansas","20027","Clay County, Kansas","Clay County","pop_1930",14556,"KS","Midwest","West North Central"
"Kansas","20109","Logan County, Kansas","Logan County","pop_1950",4206,"KS","Midwest","West North Central"
"Kansas","20191","Sumner County, Kansas","Sumner County","pop_1920",29213,"KS","Midwest","West North Central"
"Kentucky","21199","Pulaski County, Kentucky","Pulaski County","pop_2020",65034,"KY","South","East South Central"
"Kentucky","21133","Letcher County, Kentucky","Letcher County","pop_1940",40592,"KY","South","East South Central"
"Kentucky","21217","Taylor County, Kentucky","Taylor County","pop_2020",26023,"KY","South","East South Central"
"Kentucky","21229","Washington County, Kentucky","Washington County","pop_1920",14773,"KY","South","East South Central"
"Kentucky","21127","Lawrence County, Kentucky","Lawrence County","pop_1920",17643,"KY","South","East South Central"
"Kentucky","21055","Crittenden County, Kentucky","Crittenden County","pop_1920",13125,"KY","South","East South Central"
"Kentucky","21181","Nicholas County, Kentucky","Nicholas County","pop_1920",9894,"KY","South","East South Central"
"Kentucky","21117","Kenton County, Kentucky","Kenton County","pop_2020",169064,"KY","South","East South Central"
